timestamp,room_number,sensor_id_occ,sensor_id_temp,occupancy,temperature
2024-01-01 00:00:00,102,OCC_102,TEMP_102,1,23.19
2024-01-01 00:05:00,102,OCC_102,TEMP_102,1,24.56
2024-01-01 00:10:00,102,OCC_102,TEMP_102,1,24.21
2024-01-01 00:15:00,102,OCC_102,TEMP_102,1,24.8
2024-01-01 00:20:00,102,OCC_102,TEMP_102,1,23.12
2024-01-01 00:25:00,102,OCC_102,TEMP_102,1,24.03
2024-01-01 00:30:00,102,OCC_102,TEMP_102,1,24.94
2024-01-01 00:35:00,102,OCC_102,TEMP_102,1,24.55
2024-01-01 00:40:00,102,OCC_102,TEMP_102,1,24.27
2024-01-01 00:45:00,102,OCC_102,TEMP_102,1,24.6
2024-01-01 00:50:00,102,OCC_102,TEMP_102,1,24.23
2024-01-01 00:55:00,102,OCC_102,TEMP_102,1,23.69
2024-01-01 01:00:00,102,OCC_102,TEMP_102,1,23.99
2024-01-01 01:05:00,102,OCC_102,TEMP_102,1,24.6
2024-01-01 01:10:00,102,OCC_102,TEMP_102,1,24.51
2024-01-01 01:15:00,102,OCC_102,TEMP_102,1,24.65
2024-01-01 01:20:00,102,OCC_102,TEMP_102,1,23.93
2024-01-01 01:25:00,102,OCC_102,TEMP_102,1,24.32
2024-01-01 01:30:00,102,OCC_102,TEMP_102,1,23.62
2024-01-01 01:35:00,102,OCC_102,TEMP_102,1,24.06
2024-01-01 01:40:00,102,OCC_102,TEMP_102,1,24.8
2024-01-01 01:45:00,102,OCC_102,TEMP_102,1,24.39
2024-01-01 01:50:00,102,OCC_102,TEMP_102,1,23.33
2024-01-01 01:55:00,102,OCC_102,TEMP_102,1,24.13
2024-01-01 02:00:00,102,OCC_102,TEMP_102,1,24.32
2024-01-01 02:05:00,102,OCC_102,TEMP_102,1,24.7
2024-01-01 02:10:00,102,OCC_102,TEMP_102,1,23.86
2024-01-01 02:15:00,102,OCC_102,TEMP_102,1,23.89
2024-01-01 02:20:00,102,OCC_102,TEMP_102,1,24.9
2024-01-01 02:25:00,102,OCC_102,TEMP_102,1,24.61
2024-01-01 02:30:00,102,OCC_102,TEMP_102,1,24.84
2024-01-01 02:35:00,102,OCC_102,TEMP_102,1,23.56
2024-01-01 02:40:00,102,OCC_102,TEMP_102,1,23.83
2024-01-01 02:45:00,102,OCC_102,TEMP_102,1,25.09
2024-01-01 02:50:00,102,OCC_102,TEMP_102,1,25.1
2024-01-01 02:55:00,102,OCC_102,TEMP_102,1,23.95
2024-01-01 03:00:00,102,OCC_102,TEMP_102,1,24.4
2024-01-01 03:05:00,102,OCC_102,TEMP_102,1,25.07
2024-01-01 03:10:00,102,OCC_102,TEMP_102,1,24.49
2024-01-01 03:15:00,102,OCC_102,TEMP_102,1,24.36
2024-01-01 03:20:00,102,OCC_102,TEMP_102,1,25.13
2024-01-01 03:25:00,102,OCC_102,TEMP_102,1,24.49
2024-01-01 03:30:00,102,OCC_102,TEMP_102,1,24.7
2024-01-01 03:35:00,102,OCC_102,TEMP_102,1,25.1
2024-01-01 03:40:00,102,OCC_102,TEMP_102,1,24.38
2024-01-01 03:45:00,102,OCC_102,TEMP_102,1,25.1
2024-01-01 03:50:00,102,OCC_102,TEMP_102,1,25.53
2024-01-01 03:55:00,102,OCC_102,TEMP_102,1,25.2
2024-01-01 04:00:00,102,OCC_102,TEMP_102,1,24.29
2024-01-01 04:05:00,102,OCC_102,TEMP_102,1,25.38
2024-01-01 04:10:00,102,OCC_102,TEMP_102,1,25.6
2024-01-01 04:15:00,102,OCC_102,TEMP_102,1,24.62
2024-01-01 04:20:00,102,OCC_102,TEMP_102,1,24.75
2024-01-01 04:25:00,102,OCC_102,TEMP_102,1,25.34
2024-01-01 04:30:00,102,OCC_102,TEMP_102,1,24.71
2024-01-01 04:35:00,102,OCC_102,TEMP_102,1,25.68
2024-01-01 04:40:00,102,OCC_102,TEMP_102,1,24.98
2024-01-01 04:45:00,102,OCC_102,TEMP_102,1,25.79
2024-01-01 04:50:00,102,OCC_102,TEMP_102,1,25.55
2024-01-01 04:55:00,102,OCC_102,TEMP_102,1,24.6
2024-01-01 05:00:00,102,OCC_102,TEMP_102,0,25.43
2024-01-01 05:05:00,102,OCC_102,TEMP_102,0,25.23
2024-01-01 05:10:00,102,OCC_102,TEMP_102,0,25.01
2024-01-01 05:15:00,102,OCC_102,TEMP_102,0,25.3
2024-01-01 05:20:00,102,OCC_102,TEMP_102,0,25.14
2024-01-01 05:25:00,102,OCC_102,TEMP_102,0,24.9
2024-01-01 05:30:00,102,OCC_102,TEMP_102,0,25.18
2024-01-01 05:35:00,102,OCC_102,TEMP_102,0,25.56
2024-01-01 05:40:00,102,OCC_102,TEMP_102,0,24.89
2024-01-01 05:45:00,102,OCC_102,TEMP_102,0,25.34
2024-01-01 05:50:00,102,OCC_102,TEMP_102,0,24.66
2024-01-01 05:55:00,102,OCC_102,TEMP_102,0,25.17
2024-01-01 06:00:00,102,OCC_102,TEMP_102,1,25.78
2024-01-01 06:05:00,102,OCC_102,TEMP_102,1,25.47
2024-01-01 06:10:00,102,OCC_102,TEMP_102,1,24.71
2024-01-01 06:15:00,102,OCC_102,TEMP_102,1,25.36
2024-01-01 06:20:00,102,OCC_102,TEMP_102,1,25.05
2024-01-01 06:25:00,102,OCC_102,TEMP_102,1,25.8
2024-01-01 06:30:00,102,OCC_102,TEMP_102,1,25.59
